,MSRP,make,model,year,engine_HP,engine_cylinders,transmission_type,number_of_doors,market_category_luxury,vehicle_style,highway_MPG,city_MPG,popularity
6143,18780,Volkswagen,Jetta,2016,150.0,4.0,automatic,4.0,0,Sedan,39,28,873
6144,30380,Volkswagen,Jetta,2016,210.0,4.0,automatic,4.0,0,Sedan,33,24,873
6145,30380,Volkswagen,Jetta,2016,210.0,4.0,automatic,4.0,0,Sedan,33,24,873
6146,29280,Volkswagen,Jetta,2016,210.0,4.0,manual,4.0,0,Sedan,33,23,873
6147,25380,Volkswagen,Jetta,2016,170.0,4.0,automatic,4.0,0,Sedan,36,25,873
6148,28995,Volkswagen,Jetta,2017,210.0,4.0,automated_manual,4.0,0,Sedan,33,24,873
6149,21995,Volkswagen,Jetta,2017,150.0,4.0,automatic,4.0,0,Sedan,38,28,873
6150,20895,Volkswagen,Jetta,2017,150.0,4.0,manual,4.0,0,Sedan,40,28,873
6151,18995,Volkswagen,Jetta,2017,150.0,4.0,automatic,4.0,0,Sedan,38,28,873
6152,17895,Volkswagen,Jetta,2017,150.0,4.0,manual,4.0,0,Sedan,40,28,873
6153,24995,Volkswagen,Jetta,2017,170.0,4.0,automatic,4.0,0,Sedan,35,25,873
6154,27895,Volkswagen,Jetta,2017,210.0,4.0,manual,4.0,0,Sedan,33,23,873
6155,2347,GMC,Jimmy,1999,190.0,6.0,manual,2.0,0,2dr SUV,16,13,549
6156,2554,GMC,Jimmy,1999,190.0,6.0,automatic,4.0,0,4dr SUV,19,14,549
6157,2590,GMC,Jimmy,1999,190.0,6.0,automatic,4.0,0,4dr SUV,19,14,549
6158,2182,GMC,Jimmy,1999,190.0,6.0,unknown,2.0,0,2dr SUV,19,14,549
6159,2691,GMC,Jimmy,1999,190.0,6.0,automatic,4.0,0,4dr SUV,19,14,549
6160,2317,GMC,Jimmy,1999,190.0,6.0,unknown,2.0,0,2dr SUV,19,14,549
6161,2368,GMC,Jimmy,1999,190.0,6.0,automatic,4.0,0,4dr SUV,19,14,549
6162,2377,GMC,Jimmy,1999,190.0,6.0,automatic,4.0,0,4dr SUV,19,14,549
6163,2251,GMC,Jimmy,1999,190.0,6.0,automatic,4.0,0,4dr SUV,19,14,549
6164,2038,GMC,Jimmy,1999,190.0,6.0,manual,2.0,0,2dr SUV,21,15,549
6165,2407,GMC,Jimmy,2000,190.0,6.0,unknown,2.0,0,2dr SUV,20,15,549
6166,2463,GMC,Jimmy,2000,190.0,6.0,manual,2.0,0,2dr SUV,16,13,549
6167,2773,GMC,Jimmy,2000,190.0,6.0,automatic,4.0,0,4dr SUV,18,14,549
6168,2756,GMC,Jimmy,2000,190.0,6.0,automatic,4.0,0,4dr SUV,20,15,549
6169,2590,GMC,Jimmy,2000,190.0,6.0,automatic,4.0,0,4dr SUV,20,15,549
6170,2916,GMC,Jimmy,2000,190.0,6.0,automatic,4.0,0,4dr SUV,18,14,549
6171,2322,GMC,Jimmy,2000,190.0,6.0,manual,2.0,0,2dr SUV,21,15,549
6172,2623,GMC,Jimmy,2000,190.0,6.0,automatic,4.0,0,4dr SUV,20,15,549
6173,2655,GMC,Jimmy,2000,190.0,6.0,automatic,4.0,0,4dr SUV,18,14,549
6174,2578,GMC,Jimmy,2000,190.0,6.0,unknown,2.0,0,2dr SUV,18,14,549
6175,26770,GMC,Jimmy,2001,190.0,6.0,automatic,4.0,0,4dr SUV,20,15,549
6176,22270,GMC,Jimmy,2001,190.0,6.0,manual,2.0,0,2dr SUV,16,13,549
6177,25170,GMC,Jimmy,2001,190.0,6.0,automatic,2.0,0,2dr SUV,18,14,549
6178,31925,GMC,Jimmy,2001,190.0,6.0,automatic,4.0,0,4dr SUV,18,14,549
6179,19270,GMC,Jimmy,2001,190.0,6.0,manual,2.0,0,2dr SUV,20,14,549
6180,22170,GMC,Jimmy,2001,190.0,6.0,automatic,2.0,0,2dr SUV,20,15,549
6181,30225,GMC,Jimmy,2001,190.0,6.0,automatic,4.0,0,4dr SUV,18,14,549
6182,28225,GMC,Jimmy,2001,190.0,6.0,automatic,4.0,0,4dr SUV,20,15,549
6183,33920,GMC,Jimmy,2001,190.0,6.0,automatic,4.0,0,4dr SUV,18,14,549
6184,28770,GMC,Jimmy,2001,190.0,6.0,automatic,4.0,0,4dr SUV,18,14,549
6185,29925,GMC,Jimmy,2001,190.0,6.0,automatic,4.0,0,4dr SUV,20,15,549
6186,33295,Dodge,Journey,2015,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6187,33295,Dodge,Journey,2015,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6188,27395,Dodge,Journey,2015,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6189,28695,Dodge,Journey,2015,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6190,26595,Dodge,Journey,2015,173.0,4.0,automatic,4.0,0,4dr SUV,26,19,1851
6191,23495,Dodge,Journey,2015,173.0,4.0,automatic,4.0,0,4dr SUV,26,19,1851
6192,29995,Dodge,Journey,2015,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6193,25195,Dodge,Journey,2015,173.0,4.0,automatic,4.0,0,4dr SUV,26,19,1851
6194,20695,Dodge,Journey,2015,173.0,4.0,automatic,4.0,0,4dr SUV,26,19,1851
6195,31395,Dodge,Journey,2015,283.0,6.0,automatic,4.0,0,4dr SUV,25,17,1851
6196,31395,Dodge,Journey,2015,283.0,6.0,automatic,4.0,0,4dr SUV,25,17,1851
6197,27395,Dodge,Journey,2016,173.0,4.0,automatic,4.0,0,4dr SUV,26,19,1851
6198,26295,Dodge,Journey,2016,173.0,4.0,automatic,4.0,0,4dr SUV,26,19,1851
6199,26595,Dodge,Journey,2016,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6200,33695,Dodge,Journey,2016,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6201,28395,Dodge,Journey,2016,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6202,31795,Dodge,Journey,2016,283.0,6.0,automatic,4.0,0,4dr SUV,25,17,1851
6203,30895,Dodge,Journey,2016,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6204,20995,Dodge,Journey,2016,173.0,4.0,automatic,4.0,0,4dr SUV,26,19,1851
6205,24895,Dodge,Journey,2016,173.0,4.0,automatic,4.0,0,4dr SUV,26,19,1851
6206,29795,Dodge,Journey,2016,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6207,20995,Dodge,Journey,2017,173.0,4.0,automatic,4.0,0,4dr SUV,25,19,1851
6208,33695,Dodge,Journey,2017,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6209,26295,Dodge,Journey,2017,173.0,4.0,automatic,4.0,0,4dr SUV,25,19,1851
6210,29795,Dodge,Journey,2017,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6211,31795,Dodge,Journey,2017,283.0,6.0,automatic,4.0,0,4dr SUV,25,17,1851
6212,30995,Dodge,Journey,2017,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6213,26595,Dodge,Journey,2017,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6214,27495,Dodge,Journey,2017,173.0,4.0,automatic,4.0,0,4dr SUV,25,19,1851
6215,28395,Dodge,Journey,2017,283.0,6.0,automatic,4.0,0,4dr SUV,24,16,1851
6216,24895,Dodge,Journey,2017,173.0,4.0,automatic,4.0,0,4dr SUV,25,19,1851
6217,25240,Nissan,Juke,2015,188.0,4.0,automatic,4.0,0,4dr Hatchback,32,28,2009
6218,28020,Nissan,Juke,2015,215.0,4.0,manual,4.0,0,4dr Hatchback,31,25,2009
6219,30020,Nissan,Juke,2015,211.0,4.0,automatic,4.0,0,4dr Hatchback,29,25,2009
6220,26940,Nissan,Juke,2015,188.0,4.0,automatic,4.0,0,4dr Hatchback,31,26,2009
6221,20250,Nissan,Juke,2015,188.0,4.0,automatic,4.0,0,4dr Hatchback,32,28,2009
6222,22300,Nissan,Juke,2015,188.0,4.0,automatic,4.0,0,4dr Hatchback,32,28,2009
6223,24150,Nissan,Juke,2015,188.0,4.0,automatic,4.0,0,4dr Hatchback,31,26,2009
6224,22100,Nissan,Juke,2015,188.0,4.0,automatic,4.0,0,4dr Hatchback,31,26,2009
6225,27230,Nissan,Juke,2015,188.0,4.0,automatic,4.0,0,4dr Hatchback,31,26,2009
6226,24830,Nissan,Juke,2015,188.0,4.0,manual,4.0,0,4dr Hatchback,34,28,2009
6227,24830,Nissan,Juke,2016,188.0,4.0,manual,4.0,0,4dr Hatchback,34,28,2009
6228,22100,Nissan,Juke,2016,188.0,4.0,automatic,4.0,0,4dr Hatchback,31,26,2009
6229,28020,Nissan,Juke,2016,211.0,4.0,manual,4.0,0,4dr Hatchback,31,25,2009
6230,22300,Nissan,Juke,2016,188.0,4.0,automatic,4.0,0,4dr Hatchback,32,28,2009
6231,24150,Nissan,Juke,2016,188.0,4.0,automatic,4.0,0,4dr Hatchback,31,26,2009
6232,26940,Nissan,Juke,2016,188.0,4.0,automatic,4.0,0,4dr Hatchback,31,26,2009
6233,30020,Nissan,Juke,2016,215.0,4.0,automatic,4.0,0,4dr Hatchback,29,25,2009
6234,20250,Nissan,Juke,2016,188.0,4.0,automatic,4.0,0,4dr Hatchback,32,28,2009
6235,27230,Nissan,Juke,2016,188.0,4.0,automatic,4.0,0,4dr Hatchback,31,26,2009
6236,25240,Nissan,Juke,2016,188.0,4.0,automatic,4.0,0,4dr Hatchback,32,28,2009
6237,28020,Nissan,Juke,2017,215.0,4.0,manual,4.0,0,4dr Hatchback,31,26,2009
6238,24830,Nissan,Juke,2017,188.0,4.0,manual,4.0,0,4dr Hatchback,33,27,2009
6239,30020,Nissan,Juke,2017,211.0,4.0,automatic,4.0,0,4dr Hatchback,29,25,2009
6240,27230,Nissan,Juke,2017,188.0,4.0,automatic,4.0,0,4dr Hatchback,30,26,2009
6241,26940,Nissan,Juke,2017,188.0,4.0,automatic,4.0,0,4dr Hatchback,30,26,2009
6242,24400,Nissan,Juke,2017,188.0,4.0,automatic,4.0,0,4dr Hatchback,30,26,2009
6243,22100,Nissan,Juke,2017,188.0,4.0,automatic,4.0,0,4dr Hatchback,30,26,2009
6244,20250,Nissan,Juke,2017,188.0,4.0,automatic,4.0,0,4dr Hatchback,32,28,2009
6245,22550,Nissan,Juke,2017,188.0,4.0,automatic,4.0,0,4dr Hatchback,32,28,2009
6246,25240,Nissan,Juke,2017,188.0,4.0,automatic,4.0,0,4dr Hatchback,32,28,2009
6247,2000,Subaru,Justy,1992,73.0,3.0,manual,2.0,0,2dr Hatchback,29,24,640
6248,2000,Subaru,Justy,1992,73.0,3.0,manual,4.0,0,4dr Hatchback,29,24,640
6249,2000,Subaru,Justy,1992,66.0,3.0,manual,2.0,0,2dr Hatchback,33,28,640
6250,2000,Subaru,Justy,1992,73.0,3.0,manual,2.0,0,2dr Hatchback,33,28,640
6251,2000,Subaru,Justy,1993,73.0,3.0,automatic,2.0,0,2dr Hatchback,32,28,640
6252,2000,Subaru,Justy,1993,73.0,3.0,automatic,4.0,0,4dr Hatchback,32,28,640
6253,2000,Subaru,Justy,1993,73.0,3.0,manual,4.0,0,4dr Hatchback,29,24,640
6254,2000,Subaru,Justy,1993,73.0,3.0,manual,2.0,0,2dr Hatchback,33,28,640
6255,2000,Subaru,Justy,1994,73.0,3.0,manual,2.0,0,2dr Hatchback,33,28,640
6256,2000,Subaru,Justy,1994,73.0,3.0,manual,4.0,0,4dr Hatchback,29,24,640
6257,41250,Infiniti,JX,2013,265.0,6.0,automatic,4.0,1,4dr SUV,24,18,190
6258,42650,Infiniti,JX,2013,265.0,6.0,automatic,4.0,1,4dr SUV,23,18,190
6259,59900,Kia,K900,2015,420.0,8.0,automatic,4.0,1,Sedan,23,15,1720
6260,54500,Kia,K900,2015,420.0,8.0,automatic,4.0,1,Sedan,23,15,1720
6261,49000,Kia,K900,2016,311.0,6.0,automatic,4.0,1,Sedan,26,17,1720
6262,61900,Kia,K900,2016,420.0,8.0,automatic,4.0,1,Sedan,23,15,1720
6263,54900,Kia,K900,2016,311.0,6.0,automatic,4.0,1,Sedan,26,17,1720
6264,21049,Suzuki,Kizashi,2011,180.0,4.0,automatic,4.0,0,Sedan,31,23,481
6265,22049,Suzuki,Kizashi,2011,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6266,24149,Suzuki,Kizashi,2011,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6267,27299,Suzuki,Kizashi,2011,180.0,4.0,automatic,4.0,0,Sedan,29,22,481
6268,23399,Suzuki,Kizashi,2011,180.0,4.0,automatic,4.0,0,Sedan,29,22,481
6269,24849,Suzuki,Kizashi,2011,185.0,4.0,manual,4.0,0,Sedan,29,20,481
6270,23049,Suzuki,Kizashi,2011,185.0,4.0,manual,4.0,0,Sedan,29,20,481
6271,25949,Suzuki,Kizashi,2011,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6272,22099,Suzuki,Kizashi,2011,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6273,25499,Suzuki,Kizashi,2011,180.0,4.0,automatic,4.0,0,Sedan,29,22,481
6274,18999,Suzuki,Kizashi,2011,185.0,4.0,manual,4.0,0,Sedan,31,21,481
6275,23899,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6276,25249,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,29,22,481
6277,27549,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,29,22,481
6278,22299,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6279,23649,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,29,22,481
6280,25749,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,29,22,481
6281,24399,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6282,18999,Suzuki,Kizashi,2012,185.0,4.0,manual,4.0,0,Sedan,31,21,481
6283,26199,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6284,25099,Suzuki,Kizashi,2012,185.0,4.0,manual,4.0,0,Sedan,29,20,481
6285,20999,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,31,23,481
6286,22249,Suzuki,Kizashi,2012,185.0,4.0,manual,4.0,0,Sedan,29,20,481
6287,27549,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,29,22,481
6288,26199,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6289,22349,Suzuki,Kizashi,2012,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6290,25799,Suzuki,Kizashi,2013,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6291,21749,Suzuki,Kizashi,2013,180.0,4.0,automatic,4.0,0,Sedan,30,23,481
6292,23249,Suzuki,Kizashi,2013,180.0,4.0,automatic,4.0,0,Sedan,29,22,481
6293,28999,Suzuki,Kizashi,2013,180.0,4.0,automatic,4.0,0,Sedan,29,22,481
6294,19999,Suzuki,Kizashi,2013,185.0,4.0,manual,4.0,0,Sedan,29,20,481
6295,27199,Suzuki,Kizashi,2013,180.0,4.0,automatic,4.0,0,Sedan,29,22,481
6296,35725,Buick,LaCrosse,2015,182.0,4.0,automatic,4.0,0,Sedan,36,25,155
6297,31065,Buick,LaCrosse,2015,304.0,6.0,automatic,4.0,0,Sedan,28,18,155
6298,40500,Buick,LaCrosse,2015,304.0,6.0,automatic,4.0,0,Sedan,26,17,155
6299,39970,Buick,LaCrosse,2015,304.0,6.0,automatic,4.0,0,Sedan,28,18,155
6300,33635,Buick,LaCrosse,2015,182.0,4.0,automatic,4.0,0,Sedan,36,25,155
6301,38025,Buick,LaCrosse,2015,304.0,6.0,automatic,4.0,0,Sedan,28,18,155
6302,38730,Buick,LaCrosse,2015,304.0,6.0,automatic,4.0,0,Sedan,26,17,155
6303,34065,Buick,LaCrosse,2016,304.0,6.0,automatic,4.0,0,Sedan,28,18,155
6304,40145,Buick,LaCrosse,2016,304.0,6.0,automatic,4.0,0,Sedan,28,18,155
6305,38905,Buick,LaCrosse,2016,304.0,6.0,automatic,4.0,0,Sedan,26,17,155
6306,35900,Buick,LaCrosse,2016,304.0,6.0,automatic,4.0,0,Sedan,28,18,155
6307,33810,Buick,LaCrosse,2016,304.0,6.0,automatic,4.0,0,Sedan,28,18,155
6308,40675,Buick,LaCrosse,2016,304.0,6.0,automatic,4.0,0,Sedan,26,17,155
6309,38200,Buick,LaCrosse,2016,304.0,6.0,automatic,4.0,0,Sedan,28,18,155
6310,31065,Buick,LaCrosse,2016,304.0,6.0,automatic,4.0,0,Sedan,28,18,155
6311,36065,Buick,LaCrosse,2017,310.0,6.0,automatic,4.0,0,Sedan,31,21,155
6312,38665,Buick,LaCrosse,2017,310.0,6.0,automatic,4.0,0,Sedan,31,21,155
6313,43265,Buick,LaCrosse,2017,310.0,6.0,automatic,4.0,0,Sedan,29,20,155
6314,32065,Buick,LaCrosse,2017,310.0,6.0,automatic,4.0,0,Sedan,31,21,155
6315,41065,Buick,LaCrosse,2017,310.0,6.0,automatic,4.0,0,Sedan,31,21,155
6316,37895,Mitsubishi,Lancer Evolution,2013,291.0,4.0,automated_manual,4.0,0,Sedan,22,17,436
6317,34695,Mitsubishi,Lancer Evolution,2013,291.0,4.0,manual,4.0,0,Sedan,23,17,436
6318,38195,Mitsubishi,Lancer Evolution,2014,291.0,4.0,automated_manual,4.0,0,Sedan,22,17,436
6319,34995,Mitsubishi,Lancer Evolution,2014,291.0,4.0,manual,4.0,0,Sedan,23,17,436
6320,37995,Mitsubishi,Lancer Evolution,2015,303.0,4.0,manual,4.0,0,Sedan,23,17,436
6321,34495,Mitsubishi,Lancer Evolution,2015,291.0,4.0,manual,4.0,0,Sedan,23,17,436
6322,38995,Mitsubishi,Lancer Evolution,2015,291.0,4.0,automated_manual,4.0,0,Sedan,22,17,436
6323,21345,Mitsubishi,Lancer Sportback,2012,168.0,4.0,automatic,4.0,0,4dr Hatchback,29,22,436
6324,18395,Mitsubishi,Lancer Sportback,2012,148.0,4.0,automatic,4.0,0,4dr Hatchback,32,24,436
6325,18495,Mitsubishi,Lancer Sportback,2013,148.0,4.0,automatic,4.0,0,4dr Hatchback,32,24,436
6326,21495,Mitsubishi,Lancer Sportback,2013,168.0,4.0,automatic,4.0,0,4dr Hatchback,29,22,436
6327,21945,Mitsubishi,Lancer Sportback,2014,168.0,4.0,automatic,4.0,0,4dr Hatchback,29,22,436
6328,18595,Mitsubishi,Lancer Sportback,2014,148.0,4.0,automatic,4.0,0,4dr Hatchback,32,24,436
6329,17395,Mitsubishi,Lancer,2015,148.0,4.0,manual,4.0,0,Sedan,34,25,436
6330,29495,Mitsubishi,Lancer,2015,237.0,4.0,automated_manual,4.0,0,Sedan,25,18,436
6331,20595,Mitsubishi,Lancer,2015,168.0,4.0,manual,4.0,0,Sedan,31,22,436
6332,21595,Mitsubishi,Lancer,2015,168.0,4.0,automatic,4.0,0,Sedan,30,23,436
6333,20995,Mitsubishi,Lancer,2015,168.0,4.0,automatic,4.0,0,Sedan,29,22,436
6334,18295,Mitsubishi,Lancer,2015,148.0,4.0,automatic,4.0,0,Sedan,34,26,436
6335,18595,Mitsubishi,Lancer,2016,148.0,4.0,automatic,4.0,0,Sedan,35,27,436
6336,20995,Mitsubishi,Lancer,2016,168.0,4.0,automatic,4.0,0,Sedan,31,23,436
6337,17595,Mitsubishi,Lancer,2016,148.0,4.0,manual,4.0,0,Sedan,34,24,436
6338,23495,Mitsubishi,Lancer,2016,168.0,4.0,automatic,4.0,0,Sedan,31,24,436
6339,22495,Mitsubishi,Lancer,2016,168.0,4.0,manual,4.0,0,Sedan,31,22,436
6340,19995,Mitsubishi,Lancer,2016,168.0,4.0,automatic,4.0,0,Sedan,31,23,436
6341,21995,Mitsubishi,Lancer,2016,168.0,4.0,automatic,4.0,0,Sedan,31,23,436
6342,20295,Mitsubishi,Lancer,2017,168.0,4.0,automatic,4.0,0,Sedan,30,23,436
6343,21095,Mitsubishi,Lancer,2017,168.0,4.0,automatic,4.0,0,Sedan,30,23,436
6344,18795,Mitsubishi,Lancer,2017,148.0,4.0,automatic,4.0,0,Sedan,34,27,436
6345,17795,Mitsubishi,Lancer,2017,148.0,4.0,manual,4.0,0,Sedan,33,24,436
6346,22095,Mitsubishi,Lancer,2017,168.0,4.0,automatic,4.0,0,Sedan,30,23,436
6347,80155,Toyota,Land Cruiser,2015,381.0,8.0,automatic,4.0,1,4dr SUV,18,13,2031
6348,83825,Toyota,Land Cruiser,2016,381.0,8.0,automatic,4.0,1,4dr SUV,18,13,2031
6349,84325,Toyota,Land Cruiser,2017,381.0,8.0,automatic,4.0,1,4dr SUV,18,13,2031
6350,1380000,Maybach,Landaulet,2011,620.0,12.0,automatic,4.0,1,Convertible,16,10,67
6351,1382750,Maybach,Landaulet,2012,620.0,12.0,automatic,4.0,1,Convertible,16,10,67
6352,2000,Plymouth,Laser,1992,92.0,4.0,manual,2.0,0,2dr Hatchback,29,21,535
6353,2000,Plymouth,Laser,1992,135.0,4.0,manual,2.0,0,2dr Hatchback,26,19,535
6354,2000,Plymouth,Laser,1992,195.0,4.0,manual,2.0,0,2dr Hatchback,26,19,535
6355,2000,Plymouth,Laser,1992,195.0,4.0,manual,2.0,0,2dr Hatchback,23,18,535
6356,2000,Plymouth,Laser,1993,195.0,4.0,manual,2.0,0,2dr Hatchback,23,18,535
6357,2000,Plymouth,Laser,1993,195.0,4.0,manual,2.0,0,2dr Hatchback,26,19,535
6358,2000,Plymouth,Laser,1993,92.0,4.0,manual,2.0,0,2dr Hatchback,29,21,535
6359,2000,Plymouth,Laser,1993,135.0,4.0,manual,2.0,0,2dr Hatchback,26,19,535
6360,2000,Plymouth,Laser,1994,195.0,4.0,manual,2.0,0,2dr Hatchback,23,18,535
6361,2000,Plymouth,Laser,1994,92.0,4.0,manual,2.0,0,2dr Hatchback,29,21,535
6362,2000,Plymouth,Laser,1994,195.0,4.0,manual,2.0,0,2dr Hatchback,26,19,535
6363,2000,Plymouth,Laser,1994,135.0,4.0,manual,2.0,0,2dr Hatchback,26,19,535
6364,2000,Chrysler,Le Baron,1993,141.0,6.0,manual,2.0,0,Coupe,26,17,1013
6365,2000,Chrysler,Le Baron,1993,141.0,6.0,automatic,4.0,0,Sedan,26,18,1013
6366,2000,Chrysler,Le Baron,1993,100.0,4.0,unknown,2.0,0,Coupe,26,21,1013
6367,2000,Chrysler,Le Baron,1993,141.0,6.0,manual,2.0,0,Convertible,24,17,1013
6368,2000,Chrysler,Le Baron,1993,100.0,4.0,unknown,2.0,0,Convertible,24,18,1013
6369,2000,Chrysler,Le Baron,1993,141.0,6.0,automatic,2.0,0,Coupe,26,18,1013
6370,2000,Chrysler,Le Baron,1993,100.0,4.0,automatic,4.0,0,Sedan,26,21,1013
6371,2000,Chrysler,Le Baron,1993,141.0,6.0,automatic,2.0,0,Convertible,26,18,1013
6372,2000,Chrysler,Le Baron,1994,141.0,6.0,automatic,2.0,0,Convertible,26,18,1013
6373,2000,Chrysler,Le Baron,1994,142.0,6.0,automatic,4.0,0,Sedan,24,18,1013
6374,2000,Chrysler,Le Baron,1994,142.0,6.0,automatic,4.0,0,Sedan,26,18,1013
6375,2000,Chrysler,Le Baron,1995,141.0,6.0,automatic,2.0,0,Convertible,26,18,1013
6376,2000,Pontiac,Le Mans,1991,74.0,4.0,manual,2.0,0,Coupe,34,25,210
6377,2000,Pontiac,Le Mans,1991,74.0,4.0,manual,2.0,0,Coupe,36,27,210
6378,2000,Pontiac,Le Mans,1991,74.0,4.0,manual,4.0,0,Sedan,36,27,210
6379,2000,Pontiac,Le Mans,1992,74.0,4.0,manual,2.0,0,Coupe,34,24,210
6380,2000,Pontiac,Le Mans,1992,74.0,4.0,manual,4.0,0,Sedan,37,26,210
6381,2000,Pontiac,Le Mans,1992,74.0,4.0,manual,2.0,0,Coupe,37,26,210
6382,2000,Pontiac,Le Mans,1993,74.0,4.0,manual,4.0,0,Sedan,37,26,210
6383,2000,Pontiac,Le Mans,1993,74.0,4.0,manual,2.0,0,Coupe,34,24,210
6384,2000,Pontiac,Le Mans,1993,74.0,4.0,manual,2.0,0,Coupe,37,26,210
6385,35020,Nissan,Leaf,2014,,0.0,direct_drive,4.0,0,4dr Hatchback,101,126,2009
6386,32000,Nissan,Leaf,2014,,0.0,direct_drive,4.0,0,4dr Hatchback,101,126,2009
6387,28980,Nissan,Leaf,2014,,0.0,direct_drive,4.0,0,4dr Hatchback,101,126,2009
6388,32100,Nissan,Leaf,2015,,0.0,direct_drive,4.0,0,4dr Hatchback,101,126,2009
6389,35120,Nissan,Leaf,2015,,0.0,direct_drive,4.0,0,4dr Hatchback,101,126,2009
6390,29010,Nissan,Leaf,2015,,0.0,direct_drive,4.0,0,4dr Hatchback,101,126,2009
6391,32000,Nissan,Leaf,2015,,0.0,direct_drive,4.0,0,4dr Hatchback,101,126,2009
6392,29010,Nissan,Leaf,2016,,0.0,direct_drive,4.0,0,4dr Hatchback,101,126,2009
6393,34200,Nissan,Leaf,2016,,0.0,direct_drive,4.0,0,4dr Hatchback,101,124,2009
6394,36790,Nissan,Leaf,2016,,0.0,direct_drive,4.0,0,4dr Hatchback,101,124,2009
6395,26495,Subaru,Legacy,2015,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6396,29595,Subaru,Legacy,2015,256.0,6.0,automatic,4.0,0,Sedan,28,20,640
6397,26795,Subaru,Legacy,2015,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6398,23495,Subaru,Legacy,2015,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6399,21995,Subaru,Legacy,2015,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6400,23795,Subaru,Legacy,2015,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6401,21695,Subaru,Legacy,2015,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6402,21745,Subaru,Legacy,2016,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6403,26845,Subaru,Legacy,2016,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6404,29945,Subaru,Legacy,2016,256.0,6.0,automatic,4.0,0,Sedan,29,20,640
6405,23845,Subaru,Legacy,2016,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6406,22045,Subaru,Legacy,2016,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6407,27145,Subaru,Legacy,2016,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6408,24145,Subaru,Legacy,2016,175.0,4.0,automatic,4.0,0,Sedan,36,26,640
6409,31640,Subaru,Legacy,2017,256.0,6.0,automatic,4.0,0,Sedan,28,20,640
6410,23995,Subaru,Legacy,2017,175.0,4.0,automatic,4.0,0,Sedan,34,25,640
6411,21995,Subaru,Legacy,2017,175.0,4.0,automatic,4.0,0,Sedan,34,25,640
6412,25995,Subaru,Legacy,2017,175.0,4.0,automatic,4.0,0,Sedan,34,25,640
6413,28840,Subaru,Legacy,2017,175.0,4.0,automatic,4.0,0,Sedan,34,25,640
6414,2000,Acura,Legend,1993,200.0,6.0,manual,4.0,1,Sedan,23,15,204
6415,2060,Acura,Legend,1993,200.0,6.0,manual,4.0,1,Sedan,23,16,204
6416,2042,Acura,Legend,1993,230.0,6.0,manual,2.0,1,Coupe,23,15,204
6417,2000,Acura,Legend,1993,200.0,6.0,manual,4.0,1,Sedan,23,16,204
6418,2000,Acura,Legend,1993,230.0,6.0,manual,2.0,1,Coupe,23,15,204
